date,channel,campaign_type,product,impressions,clicks,conversions,spend,revenue,ctr,conversion_rate,cac,roas,profit
2024-09-04,Referral,Flash Sale,Add-on Service,3881,216,37,86.75,6493.8,5.57,17.13,2.34,74.86,6407.05
2024-09-05,Google Ads,Retargeting,Add-on Service,12627,508,48,872.45,6306.41,4.02,9.45,18.18,7.23,5433.96
2024-09-05,Facebook Ads,Flash Sale,Enterprise Plan,17699,465,34,666.45,3423.75,2.63,7.31,19.6,5.14,2757.3
2024-09-05,Instagram Ads,Brand Awareness,Basic Plan,10954,293,21,902.23,1986.59,2.67,7.17,42.96,2.2,1084.36
2024-09-05,LinkedIn Ads,Retargeting,Add-on Service,4294,120,13,1344.69,3754.63,2.79,10.83,103.44,2.79,2409.94
2024-09-05,Email Marketing,Brand Awareness,Premium Plan,15900,3737,427,124.12,52019.61,23.5,11.43,0.29,419.11,51895.49
2024-09-05,Organic Search,Lead Generation,Enterprise Plan,26885,1188,176,0.0,21353.91,4.42,14.81,0.0,0.0,21353.91
2024-09-05,Display Ads,Lead Generation,Basic Plan,30617,495,23,751.49,2492.88,1.62,4.65,32.67,3.32,1741.39
2024-09-05,YouTube Ads,Product Launch,Enterprise Plan,15475,291,21,954.4,2327.55,1.88,7.22,45.45,2.44,1373.15
2024-09-05,Twitter Ads,Product Launch,Premium Plan,9482,237,7,471.37,683.96,2.5,2.95,67.34,1.45,212.59
2024-09-05,TikTok Ads,Brand Awareness,Starter Kit,22701,743,27,645.95,2659.43,3.27,3.63,23.92,4.12,2013.48
2024-09-05,Affiliate Marketing,Flash Sale,Starter Kit,5518,364,37,550.42,5501.93,6.6,10.16,14.88,10.0,4951.51
2024-09-05,Referral,Lead Generation,Basic Plan,3557,338,57,156.44,7661.44,9.5,16.86,2.74,48.97,7505.0
2024-09-06,Google Ads,Retargeting,Add-on Service,9059,305,30,1316.41,4894.93,3.37,9.84,43.88,3.72,3578.52
2024-09-06,Facebook Ads,Flash Sale,Basic Plan,15344,517,30,1098.39,3425.93,3.37,5.8,36.61,3.12,2327.54
2024-09-06,Instagram Ads,Seasonal Promotion,Add-on Service,17024,746,55,741.29,4724.81,4.38,7.37,13.48,6.37,3983.52
2024-09-06,LinkedIn Ads,Flash Sale,Enterprise Plan,4374,120,17,1155.5,3504.22,2.74,14.17,67.97,3.03,2348.72
2024-09-06,Email Marketing,Brand Awareness,Starter Kit,23786,3936,368,201.8,53056.56,16.55,9.35,0.55,262.92,52854.76
2024-09-06,Organic Search,Flash Sale,Premium Plan,31127,1420,211,0.0,28666.96,4.56,14.86,0.0,0.0,28666.96
2024-09-06,Display Ads,Retargeting,Premium Plan,27580,502,18,896.76,2384.74,1.82,3.59,49.82,2.66,1487.98
2024-09-06,YouTube Ads,Retargeting,Premium Plan,15658,381,27,1397.77,2732.34,2.43,7.09,51.77,1.95,1334.57
2024-09-06,Twitter Ads,Product Launch,Add-on Service,11857,398,23,791.91,2767.47,3.36,5.78,34.43,3.49,1975.56
2024-09-06,TikTok Ads,Retargeting,Add-on Service,26689,1160,61,692.25,5412.13,4.35,5.26,11.35,7.82,4719.88
2024-09-06,Affiliate Marketing,Retargeting,Starter Kit,5435,310,28,636.48,3032.63,5.7,9.03,22.73,4.76,2396.15
2024-09-06,Referral,Product Launch,Premium Plan,6549,447,80,65.49,10694.27,6.83,17.9,0.82,163.3,10628.78
2024-09-07,Google Ads,Retargeting,Premium Plan,8760,364,31,734.55,5570.11,4.16,8.52,23.7,7.58,4835.56
2024-09-07,Facebook Ads,Product Launch,Basic Plan,13246,403,21,620.97,2452.67,3.04,5.21,29.57,3.95,1831.7
2024-09-07,Instagram Ads,Seasonal Promotion,Starter Kit,9896,411,20,571.96,2233.78,4.15,4.87,28.6,3.91,1661.82
2024-09-07,LinkedIn Ads,Flash Sale,Enterprise Plan,3909,84,11,947.83,2337.23,2.15,13.1,86.17,2.47,1389.4
2024-09-07,Email Marketing,Brand Awareness,Starter Kit,16868,3430,404,127.08,58152.13,20.33,11.78,0.31,457.6,58025.05
2024-09-07,Organic Search,Brand Awareness,Basic Plan,21277,860,105,0.0,10999.93,4.04,12.21,0.0,0.0,10999.93
2024-09-07,Display Ads,Retargeting,Add-on Service,17755,316,7,716.46,948.98,1.78,2.22,102.35,1.32,232.52
2024-09-07,YouTube Ads,Retargeting,Add-on Service,11617,293,18,896.46,2037.1,2.52,6.14,49.8,2.27,1140.64
2024-09-07,Twitter Ads,Brand Awareness,Starter Kit,8493,220,6,350.77,529.66,2.59,2.73,58.46,1.51,178.89
2024-09-07,TikTok Ads,Product Launch,Enterprise Plan,20026,877,47,669.82,3348.93,4.38,5.36,14.25,5.0,2679.11
2024-09-07,Affiliate Marketing,Lead Generation,Enterprise Plan,5567,256,28,417.41,3897.45,4.6,10.94,14.91,9.34,3480.04
2024-09-07,Referral,Lead Generation,Premium Plan,4812,441,59,38.31,10570.11,9.16,13.38,0.65,275.91,10531.8
2024-09-08,Google Ads,Seasonal Promotion,Premium Plan,7048,304,30,759.77,5455.07,4.31,9.87,25.33,7.18,4695.3
2024-09-08,Facebook Ads,Seasonal Promotion,Add-on Service,8443,334,22,830.86,2664.29,3.96,6.59,37.77,3.21,1833.43
2024-09-08,Instagram Ads,Lead Generation,Enterprise Plan,7823,268,18,694.06,1792.81,3.43,6.72,38.56,2.58,1098.75
2024-09-08,LinkedIn Ads,Product Launch,Basic Plan,3257,51,6,790.64,1355.3,1.57,11.76,131.77,1.71,564.66
2024-09-08,Email Marketing,Lead Generation,Premium Plan,15357,3399,437,200.91,66793.74,22.13,12.86,0.46,332.46,66592.83
2024-09-08,Organic Search,Lead Generation,Enterprise Plan,24037,1619,189,0.0,19372.32,6.74,11.67,0.0,0.0,19372.32
2024-09-08,Display Ads,Lead Generation,Basic Plan,19806,296,5,872.12,590.86,1.49,1.69,174.42,0.68,-281.26
2024-09-08,YouTube Ads,Seasonal Promotion,Basic Plan,12506,360,25,706.53,2783.95,2.88,6.94,28.26,3.94,2077.42
2024-09-08,Twitter Ads,Flash Sale,Premium Plan,9653,237,7,450.84,649.48,2.46,2.95,64.41,1.44,198.64
2024-09-08,TikTok Ads,Lead Generation,Starter Kit,19910,735,39,563.02,3428.45,3.69,5.31,14.44,6.09,2865.43
2024-09-08,Affiliate Marketing,Retargeting,Add-on Service,3680,163,17,306.4,1852.96,4.43,10.43,18.02,6.05,1546.56
2024-09-08,Referral,Seasonal Promotion,Starter Kit,2508,143,22,48.46,4009.33,5.7,15.38,2.2,82.73,3960.87
2024-09-09,Google Ads,Flash Sale,Add-on Service,12782,555,51,1020.2,8737.18,4.34,9.19,20.0,8.56,7716.98
2024-09-09,Facebook Ads,Flash Sale,Add-on Service,14979,503,37,1154.66,4117.43,3.36,7.36,31.21,3.57,2962.77
2024-09-09,Instagram Ads,Product Launch,Enterprise Plan,15486,448,27,974.04,2561.45,2.89,6.03,36.08,2.63,1587.41
2024-09-09,LinkedIn Ads,Lead Generation,Starter Kit,3557,78,9,1511.04,3141.45,2.19,11.54,167.89,2.08,1630.41
2024-09-09,Email Marketing,Brand Awareness,Starter Kit,20964,4269,495,173.38,65990.17,20.36,11.6,0.35,380.61,65816.79
2024-09-09,Organic Search,Retargeting,Enterprise Plan,22518,1778,181,0.0,20263.11,7.9,10.18,0.0,0.0,20263.11
2024-09-09,Display Ads,Product Launch,Add-on Service,33054,457,18,807.32,2132.58,1.38,3.94,44.85,2.64,1325.26
2024-09-09,YouTube Ads,Brand Awareness,Enterprise Plan,18538,279,15,1282.78,1920.69,1.51,5.38,85.52,1.5,637.91
2024-09-09,Twitter Ads,Seasonal Promotion,Premium Plan,12849,392,17,695.46,1612.11,3.05,4.34,40.91,2.32,916.65
2024-09-09,TikTok Ads,Product Launch,Starter Kit,26682,733,36,1051.62,3861.39,2.75,4.91,29.21,3.67,2809.77
2024-09-09,Affiliate Marketing,Retargeting,Premium Plan,7068,326,38,315.41,4607.33,4.61,11.66,8.3,14.61,4291.92
2024-09-09,Referral,Brand Awareness,Enterprise Plan,5170,302,43,181.56,4943.77,5.84,14.24,4.22,27.23,4762.21
2024-09-10,Google Ads,Product Launch,Premium Plan,8331,257,23,1054.98,2686.77,3.08,8.95,45.87,2.55,1631.79
2024-09-10,Facebook Ads,Flash Sale,Premium Plan,13309,302,15,957.3,1517.33,2.27,4.97,63.82,1.59,560.03
2024-09-10,Instagram Ads,Seasonal Promotion,Add-on Service,17218,501,28,838.6,3165.53,2.91,5.59,29.95,3.77,2326.93
2024-09-10,LinkedIn Ads,Seasonal Promotion,Starter Kit,3943,63,8,1057.38,2358.7,1.6,12.7,132.17,2.23,1301.32
2024-09-10,Email Marketing,Retargeting,Add-on Service,24204,5614,565,275.0,91932.69,23.19,10.06,0.49,334.3,91657.69
2024-09-10,Organic Search,Seasonal Promotion,Premium Plan,22828,1765,200,0.0,21256.34,7.73,11.33,0.0,0.0,21256.34
2024-09-10,Display Ads,Retargeting,Add-on Service,34858,674,28,1273.55,3773.14,1.93,4.15,45.48,2.96,2499.59
2024-09-10,YouTube Ads,Flash Sale,Basic Plan,24243,494,26,925.78,3300.65,2.04,5.26,35.61,3.57,2374.87
2024-09-10,Twitter Ads,Product Launch,Add-on Service,8561,191,8,711.44,791.51,2.23,4.19,88.93,1.11,80.07
2024-09-10,TikTok Ads,Retargeting,Add-on Service,21141,578,34,1060.83,2754.36,2.73,5.88,31.2,2.6,1693.53
2024-09-10,Affiliate Marketing,Lead Generation,Premium Plan,9152,403,39,480.84,4050.39,4.4,9.68,12.33,8.42,3569.55
2024-09-10,Referral,Retargeting,Premium Plan,3300,226,37,173.48,6085.89,6.85,16.37,4.69,35.08,5912.41
2024-09-11,Google Ads,Product Launch,Premium Plan,12122,522,61,807.53,8845.1,4.31,11.69,13.24,10.95,8037.57
2024-09-11,Facebook Ads,Seasonal Promotion,Basic Plan,16398,419,35,963.07,4680.91,2.56,8.35,27.52,4.86,3717.84
2024-09-11,Instagram Ads,Brand Awareness,Basic Plan,13838,363,27,686.59,2728.06,2.62,7.44,25.43,3.97,2041.47
2024-09-11,LinkedIn Ads,Flash Sale,Starter Kit,4453,82,10,1627.4,2090.61,1.84,12.2,162.74,1.28,463.21
2024-09-11,Email Marketing,Retargeting,Add-on Service,16678,2852,270,213.68,31506.69,17.1,9.47,0.79,147.45,31293.01
2024-09-11,Organic Search,Seasonal Promotion,Add-on Service,30282,1550,187,0.0,22045.8,5.12,12.06,0.0,0.0,22045.8
2024-09-11,Display Ads,Lead Generation,Enterprise Plan,31004,313,9,784.97,837.37,1.01,2.88,87.22,1.07,52.4
2024-09-11,YouTube Ads,Product Launch,Enterprise Plan,20536,322,23,814.83,3165.83,1.57,7.14,35.43,3.89,2351.0
2024-09-11,Twitter Ads,Retargeting,Starter Kit,8033,227,10,794.73,992.93,2.83,4.41,79.47,1.25,198.2
2024-09-11,TikTok Ads,Product Launch,Add-on Service,20332,662,25,707.15,2335.05,3.26,3.78,28.29,3.3,1627.9
2024-09-11,Affiliate Marketing,Brand Awareness,Enterprise Plan,7552,475,50,490.69,5680.98,6.29,10.53,9.81,11.58,5190.29
2024-09-11,Referral,Brand Awareness,Enterprise Plan,4821,403,71,184.93,11576.09,8.36,17.62,2.6,62.6,11391.16
2024-09-12,Google Ads,Brand Awareness,Add-on Service,13350,610,70,987.74,10812.44,4.57,11.48,14.11,10.95,9824.7
2024-09-12,Facebook Ads,Flash Sale,Starter Kit,19567,549,31,920.24,4100.83,2.81,5.65,29.69,4.46,3180.59
2024-09-12,Instagram Ads,Product Launch,Enterprise Plan,17914,739,38,838.53,4518.25,4.13,5.14,22.07,5.39,3679.72
2024-09-12,LinkedIn Ads,Flash Sale,Add-on Service,5627,159,23,1237.2,5296.37,2.83,14.47,53.79,4.28,4059.17
2024-09-12,Email Marketing,Lead Generation,Enterprise Plan,17567,4097,461,190.9,45980.5,23.32,11.25,0.41,240.86,45789.6
2024-09-12,Organic Search,Brand Awareness,Add-on Service,23476,1505,226,0.0,29843.65,6.41,15.02,0.0,0.0,29843.65
2024-09-12,Display Ads,Flash Sale,Basic Plan,26749,442,21,1219.82,1910.18,1.65,4.75,58.09,1.57,690.36
2024-09-12,YouTube Ads,Product Launch,Enterprise Plan,20776,474,20,1338.42,1985.36,2.28,4.22,66.92,1.48,646.94
2024-09-12,Twitter Ads,Flash Sale,Starter Kit,13535,463,20,520.73,2303.39,3.42,4.32,26.04,4.42,1782.66
2024-09-12,TikTok Ads,Lead Generation,Add-on Service,25210,807,33,855.16,2426.93,3.2,4.09,25.91,2.84,1571.77
2024-09-12,Affiliate Marketing,Flash Sale,Premium Plan,7101,315,39,523.69,4590.88,4.44,12.38,13.43,8.77,4067.19
2024-09-12,Referral,Product Launch,Add-on Service,3027,285,34,168.94,4302.08,9.42,11.93,4.97,25.47,4133.14
2024-09-13,Google Ads,Retargeting,Enterprise Plan,8005,267,24,1158.66,4242.35,3.34,8.99,48.28,3.66,3083.69
2024-09-13,Facebook Ads,Lead Generation,Add-on Service,16719,398,27,1021.58,3719.83,2.38,6.78,37.84,3.64,2698.25
2024-09-13,Instagram Ads,Brand Awareness,Starter Kit,14443,563,29,569.81,3398.83,3.9,5.15,19.65,5.96,2829.02
2024-09-13,LinkedIn Ads,Seasonal Promotion,Enterprise Plan,4429,111,13,1495.51,3199.08,2.51,11.71,115.04,2.14,1703.57
2024-09-13,Email Marketing,Brand Awareness,Enterprise Plan,24389,4235,508,253.45,74452.15,17.36,12.0,0.5,293.75,74198.7
2024-09-13,Organic Search,Product Launch,Basic Plan,28838,1558,224,0.0,26377.96,5.4,14.38,0.0,0.0,26377.96
2024-09-13,Display Ads,Lead Generation,Enterprise Plan,26660,348,14,1092.09,1214.51,1.31,4.02,78.01,1.11,122.42
2024-09-13,YouTube Ads,Retargeting,Basic Plan,18833,298,15,994.75,1563.54,1.58,5.03,66.32,1.57,568.79
2024-09-13,Twitter Ads,Lead Generation,Basic Plan,13995,432,20,435.62,2246.34,3.09,4.63,21.78,5.16,1810.72
2024-09-13,TikTok Ads,Lead Generation,Premium Plan,21648,951,33,1017.68,2761.6,4.39,3.47,30.84,2.71,1743.92
2024-09-13,Affiliate Marketing,Product Launch,Premium Plan,9465,512,57,411.43,6770.44,5.41,11.13,7.22,16.46,6359.01
2024-09-13,Referral,Seasonal Promotion,Add-on Service,3174,258,39,86.07,5392.61,8.13,15.12,2.21,62.65,5306.54
2024-09-14,Google Ads,Flash Sale,Add-on Service,6176,256,21,909.46,3387.34,4.15,8.2,43.31,3.72,2477.88
2024-09-14,Facebook Ads,Brand Awareness,Enterprise Plan,12300,469,28,692.19,3918.82,3.81,5.97,24.72,5.66,3226.63
2024-09-14,Instagram Ads,Seasonal Promotion,Basic Plan,9702,399,16,480.92,1500.73,4.11,4.01,30.06,3.12,1019.81
2024-09-14,LinkedIn Ads,Seasonal Promotion,Starter Kit,2348,45,4,747.66,1071.19,1.92,8.89,186.92,1.43,323.53
2024-09-14,Email Marketing,Lead Generation,Basic Plan,11503,2130,284,196.1,33218.43,18.52,13.33,0.69,169.4,33022.33
2024-09-14,Organic Search,Lead Generation,Add-on Service,17976,1414,154,0.0,15643.57,7.87,10.89,0.0,0.0,15643.57
2024-09-14,Display Ads,Lead Generation,Starter Kit,22422,300,12,752.33,1244.54,1.34,4.0,62.69,1.65,492.21
2024-09-14,YouTube Ads,Brand Awareness,Starter Kit,11651,253,10,881.37,1267.02,2.17,3.95,88.14,1.44,385.65
2024-09-14,Twitter Ads,Product Launch,Basic Plan,6633,192,9,364.35,1031.89,2.89,4.69,40.48,2.83,667.54
2024-09-14,TikTok Ads,Retargeting,Add-on Service,15296,434,24,642.2,1849.06,2.84,5.53,26.76,2.88,1206.86
2024-09-14,Affiliate Marketing,Product Launch,Starter Kit,6770,466,39,285.88,4997.57,6.88,8.37,7.33,17.48,4711.69
2024-09-14,Referral,Lead Generation,Add-on Service,4286,254,32,61.6,3905.29,5.93,12.6,1.92,63.4,3843.69
2024-09-15,Google Ads,Lead Generation,Enterprise Plan,9416,408,35,926.39,5223.0,4.33,8.58,26.47,5.64,4296.61
2024-09-15,Facebook Ads,Retargeting,Basic Plan,8872,282,17,497.32,1658.68,3.18,6.03,29.25,3.34,1161.36
2024-09-15,Instagram Ads,Product Launch,Add-on Service,10203,267,20,456.39,2432.84,2.62,7.49,22.82,5.33,1976.45
2024-09-15,LinkedIn Ads,Retargeting,Starter Kit,2542,60,5,1141.15,1592.03,2.36,8.33,228.23,1.4,450.88
2024-09-15,Email Marketing,Product Launch,Starter Kit,15726,2470,270,90.85,32218.94,15.71,10.93,0.34,354.64,32128.09
2024-09-15,Organic Search,Seasonal Promotion,Add-on Service,19582,1173,137,0.0,13853.99,5.99,11.68,0.0,0.0,13853.99
2024-09-15,Display Ads,Retargeting,Basic Plan,21481,321,14,777.65,1086.71,1.49,4.36,55.55,1.4,309.06
2024-09-15,YouTube Ads,Lead Generation,Add-on Service,11421,322,17,611.2,1767.84,2.82,5.28,35.95,2.89,1156.64
2024-09-15,Twitter Ads,Lead Generation,Enterprise Plan,8544,230,12,496.16,1137.67,2.69,5.22,41.35,2.29,641.51
2024-09-15,TikTok Ads,Brand Awareness,Starter Kit,16195,489,26,635.76,1853.07,3.02,5.32,24.45,2.91,1217.31
2024-09-15,Affiliate Marketing,Product Launch,Add-on Service,5751,354,42,338.2,6289.49,6.16,11.86,8.05,18.6,5951.29
2024-09-15,Referral,Brand Awareness,Add-on Service,2891,225,29,127.81,3701.22,7.78,12.89,4.41,28.96,3573.41
2024-09-16,Google Ads,Brand Awareness,Enterprise Plan,11437,468,53,1203.98,7148.15,4.09,11.32,22.72,5.94,5944.17
2024-09-16,Facebook Ads,Brand Awareness,Basic Plan,16166,358,24,1148.7,3180.06,2.21,6.7,47.86,2.77,2031.36
2024-09-16,Instagram Ads,Product Launch,Starter Kit,16911,503,36,772.54,2854.54,2.97,7.16,21.46,3.7,2082.0
2024-09-16,LinkedIn Ads,Seasonal Promotion,Basic Plan,5555,83,9,1287.78,2140.36,1.49,10.84,143.09,1.66,852.58
2024-09-16,Email Marketing,Retargeting,Premium Plan,21565,4286,352,113.16,44337.64,19.87,8.21,0.32,391.81,44224.48
2024-09-16,Organic Search,Lead Generation,Starter Kit,26895,1136,144,0.0,17826.56,4.22,12.68,0.0,0.0,17826.56
2024-09-16,Display Ads,Product Launch,Premium Plan,28371,489,23,1209.96,2599.27,1.72,4.7,52.61,2.15,1389.31
2024-09-16,YouTube Ads,Retargeting,Premium Plan,19100,447,20,1236.48,2841.39,2.34,4.47,61.82,2.3,1604.91
2024-09-16,Twitter Ads,Retargeting,Add-on Service,8193,267,12,554.4,1186.08,3.26,4.49,46.2,2.14,631.68
2024-09-16,TikTok Ads,Product Launch,Basic Plan,27139,823,26,634.99,1963.67,3.03,3.16,24.42,3.09,1328.68
2024-09-16,Affiliate Marketing,Retargeting,Premium Plan,5130,272,29,603.5,3431.0,5.3,10.66,20.81,5.69,2827.5
2024-09-16,Referral,Product Launch,Basic Plan,5765,437,74,120.86,9371.72,7.58,16.93,1.63,77.54,9250.86
2024-09-17,Google Ads,Brand Awareness,Enterprise Plan,13167,624,63,1042.98,8923.66,4.74,10.1,16.56,8.56,7880.68
2024-09-17,Facebook Ads,Brand Awareness,Enterprise Plan,17573,428,35,993.76,4835.24,2.44,8.18,28.39,4.87,3841.48
2024-09-17,Instagram Ads,Lead Generation,Basic Plan,17656,706,53,872.81,6271.53,4.0,7.51,16.47,7.19,5398.72
2024-09-17,LinkedIn Ads,Brand Awareness,Enterprise Plan,5017,88,12,1672.43,3415.4,1.75,13.64,139.37,2.04,1742.97
2024-09-17,Email Marketing,Retargeting,Basic Plan,21024,5103,549,293.5,72413.55,24.27,10.76,0.53,246.72,72120.05
2024-09-17,Organic Search,Flash Sale,Starter Kit,32814,2191,255,0.0,31699.81,6.68,11.64,0.0,0.0,31699.81
2024-09-17,Display Ads,Retargeting,Add-on Service,28206,521,16,787.06,1831.62,1.85,3.07,49.19,2.33,1044.56
2024-09-17,YouTube Ads,Brand Awareness,Premium Plan,24478,544,36,906.37,4626.62,2.22,6.62,25.18,5.1,3720.25
2024-09-17,Twitter Ads,Brand Awareness,Enterprise Plan,8722,268,8,532.73,724.82,3.07,2.99,66.59,1.36,192.09
2024-09-17,TikTok Ads,Lead Generation,Basic Plan,28725,1208,65,975.62,6354.4,4.21,5.38,15.01,6.51,5378.78
2024-09-17,Affiliate Marketing,Seasonal Promotion,Add-on Service,7921,479,56,438.17,6483.15,6.05,11.69,7.82,14.8,6044.98
2024-09-17,Referral,Seasonal Promotion,Starter Kit,6754,390,68,169.33,9521.87,5.77,17.44,2.49,56.23,9352.54
2024-09-18,Google Ads,Brand Awareness,Enterprise Plan,8371,280,26,1439.59,3858.29,3.34,9.29,55.37,2.68,2418.7
2024-09-18,Facebook Ads,Lead Generation,Enterprise Plan,12558,457,31,1005.92,4054.97,3.64,6.78,32.45,4.03,3049.05
2024-09-18,Instagram Ads,Brand Awareness,Premium Plan,17956,680,31,957.84,3636.38,3.79,4.56,30.9,3.8,2678.54
2024-09-18,LinkedIn Ads,Lead Generation,Starter Kit,3898,82,9,1469.25,2025.01,2.1,10.98,163.25,1.38,555.76
2024-09-18,Email Marketing,Flash Sale,Add-on Service,20464,3700,509,168.54,87394.1,18.08,13.76,0.33,518.54,87225.56
2024-09-18,Organic Search,Retargeting,Premium Plan,24399,1040,116,0.0,13194.25,4.26,11.15,0.0,0.0,13194.25
2024-09-18,Display Ads,Brand Awareness,Starter Kit,34187,388,10,1011.03,964.54,1.13,2.58,101.1,0.95,-46.49
2024-09-18,YouTube Ads,Seasonal Promotion,Add-on Service,22307,414,24,847.44,2879.25,1.86,5.8,35.31,3.4,2031.81
2024-09-18,Twitter Ads,Brand Awareness,Add-on Service,11633,359,20,502.75,2004.5,3.09,5.57,25.14,3.99,1501.75
2024-09-18,TikTok Ads,Seasonal Promotion,Basic Plan,26802,864,40,626.27,3662.1,3.22,4.63,15.66,5.85,3035.83
2024-09-18,Affiliate Marketing,Flash Sale,Basic Plan,7482,495,47,415.66,5262.83,6.62,9.49,8.84,12.66,4847.17
2024-09-18,Referral,Product Launch,Starter Kit,3054,278,38,182.85,4378.01,9.1,13.67,4.81,23.94,4195.16
2024-09-19,Google Ads,Brand Awareness,Add-on Service,10207,349,29,1187.74,4621.53,3.42,8.31,40.96,3.89,3433.79
2024-09-19,Facebook Ads,Product Launch,Basic Plan,18139,591,36,1077.22,3746.35,3.26,6.09,29.92,3.48,2669.13
2024-09-19,Instagram Ads,Seasonal Promotion,Starter Kit,14118,406,18,516.07,1460.47,2.88,4.43,28.67,2.83,944.4
2024-09-19,LinkedIn Ads,Lead Generation,Premium Plan,4514,121,17,1678.55,4026.05,2.68,14.05,98.74,2.4,2347.5
2024-09-19,Email Marketing,Seasonal Promotion,Enterprise Plan,22585,3792,357,185.34,44350.19,16.79,9.41,0.52,239.29,44164.85
2024-09-19,Organic Search,Brand Awareness,Add-on Service,27239,1459,194,0.0,27238.79,5.36,13.3,0.0,0.0,27238.79
2024-09-19,Display Ads,Seasonal Promotion,Add-on Service,32871,415,15,705.78,1772.53,1.26,3.61,47.05,2.51,1066.75
2024-09-19,YouTube Ads,Seasonal Promotion,Add-on Service,24260,526,37,1115.13,4762.38,2.17,7.03,30.14,4.27,3647.25
2024-09-19,Twitter Ads,Brand Awareness,Starter Kit,9161,310,9,750.78,997.61,3.38,2.9,83.42,1.33,246.83
2024-09-19,TikTok Ads,Retargeting,Premium Plan,18289,577,26,736.56,1987.98,3.15,4.51,28.33,2.7,1251.42
2024-09-19,Affiliate Marketing,Flash Sale,Starter Kit,6932,420,54,356.29,6481.89,6.06,12.86,6.6,18.19,6125.6
2024-09-19,Referral,Product Launch,Enterprise Plan,3276,308,40,58.87,5802.44,9.4,12.99,1.47,98.56,5743.57
2024-09-20,Google Ads,Flash Sale,Premium Plan,9039,311,28,1329.1,4767.7,3.44,9.0,47.47,3.59,3438.6
2024-09-20,Facebook Ads,Product Launch,Premium Plan,17961,630,49,880.71,6196.81,3.51,7.78,17.97,7.04,5316.1
2024-09-20,Instagram Ads,Product Launch,Basic Plan,10539,265,13,708.82,1467.89,2.51,4.91,54.52,2.07,759.07
2024-09-20,LinkedIn Ads,Flash Sale,Premium Plan,5325,93,10,1173.18,2914.0,1.75,10.75,117.32,2.48,1740.82
2024-09-20,Email Marketing,Seasonal Promotion,Enterprise Plan,23299,4692,471,169.58,60395.14,20.14,10.04,0.36,356.15,60225.56
2024-09-20,Organic Search,Lead Generation,Premium Plan,22684,1720,264,0.0,32024.06,7.58,15.35,0.0,0.0,32024.06
2024-09-20,Display Ads,Product Launch,Add-on Service,26798,338,12,808.46,1333.48,1.26,3.55,67.37,1.65,525.02
2024-09-20,YouTube Ads,Product Launch,Basic Plan,18663,391,27,1138.75,2686.76,2.1,6.91,42.18,2.36,1548.01
2024-09-20,Twitter Ads,Flash Sale,Starter Kit,10157,270,9,545.45,871.51,2.66,3.33,60.61,1.6,326.06
2024-09-20,TikTok Ads,Flash Sale,Starter Kit,26761,1098,63,1074.19,4892.23,4.1,5.74,17.05,4.55,3818.04
2024-09-20,Affiliate Marketing,Flash Sale,Basic Plan,6327,361,42,676.68,5945.43,5.71,11.63,16.11,8.79,5268.75
2024-09-20,Referral,Lead Generation,Premium Plan,4405,225,39,169.17,7092.49,5.11,17.33,4.34,41.93,6923.32
2024-09-21,Google Ads,Flash Sale,Starter Kit,8808,275,30,801.02,4737.46,3.12,10.91,26.7,5.91,3936.44
2024-09-21,Facebook Ads,Brand Awareness,Enterprise Plan,13414,359,18,619.87,1854.08,2.68,5.01,34.44,2.99,1234.21
2024-09-21,Instagram Ads,Lead Generation,Premium Plan,11072,340,16,606.6,1570.61,3.07,4.71,37.91,2.59,964.01
2024-09-21,LinkedIn Ads,Lead Generation,Premium Plan,3961,113,11,645.22,3013.49,2.85,9.73,58.66,4.67,2368.27
2024-09-21,Email Marketing,Product Launch,Enterprise Plan,10941,2588,241,209.55,27838.25,23.65,9.31,0.87,132.85,27628.7
2024-09-21,Organic Search,Seasonal Promotion,Starter Kit,19395,1423,212,0.0,27094.76,7.34,14.9,0.0,0.0,27094.76
2024-09-21,Display Ads,Seasonal Promotion,Starter Kit,25998,450,18,528.1,1958.08,1.73,4.0,29.34,3.71,1429.98
2024-09-21,YouTube Ads,Product Launch,Premium Plan,12886,313,14,946.17,1723.34,2.43,4.47,67.58,1.82,777.17
2024-09-21,Twitter Ads,Flash Sale,Basic Plan,6494,186,7,353.45,612.63,2.86,3.76,50.49,1.73,259.18
2024-09-21,TikTok Ads,Product Launch,Enterprise Plan,17551,728,29,447.01,2940.79,4.15,3.98,15.41,6.58,2493.78
2024-09-21,Affiliate Marketing,Brand Awareness,Enterprise Plan,4025,217,23,468.74,3261.76,5.39,10.6,20.38,6.96,2793.02
2024-09-21,Referral,Product Launch,Premium Plan,4494,233,36,77.34,4868.0,5.18,15.45,2.15,62.94,4790.66
2024-09-22,Google Ads,Product Launch,Starter Kit,7389,317,27,570.16,3697.9,4.29,8.52,21.12,6.49,3127.74
2024-09-22,Facebook Ads,Retargeting,Starter Kit,8964,184,9,829.91,995.66,2.05,4.89,92.21,1.2,165.75
2024-09-22,Instagram Ads,Retargeting,Enterprise Plan,7366,207,8,604.35,679.4,2.81,3.86,75.54,1.12,75.05
2024-09-22,LinkedIn Ads,Lead Generation,Starter Kit,2730,73,8,1107.5,2107.88,2.67,10.96,138.44,1.9,1000.38
2024-09-22,Email Marketing,Flash Sale,Starter Kit,13211,2535,304,110.0,43991.7,19.19,11.99,0.36,399.92,43881.7
